"CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","SHORT_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"100000007","Lipid","Carnitine Metabolism","carnitine","carnitine",10455,"HMDB0000062",288,"C00487,C00308",0.824204081688094,"1.54428340119424","1.36416611978266","0.164430395442272","0.129952745788984",0.99148727567608,1,0.235316462206248
"100000042","Amino Acid","Histidine Metabolism","3-methylhistidine","3-methylhistidine",58494,"HMDB0000479",64969,"C01152",0.0124449505460133,"3.66781429476748","4.61750109471194","0.661444803588765","0.106351814754049",0.655281249632698,1,1.82767393330822
"100000125","Nucleotide","Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine","2'-deoxycytidine",13117,"HMDB0000014",13711,"C00881",0.290030833426651,"4.16792750359169","4.46929733735296","0.33445782511049","0.194113364313821",0.96669731103086,1,0.544068447713193
"100000265","Amino Acid","Tryptophan Metabolism","kynurenine","kynurenine",141580,"HMDB0000684",161166,"C00328",0.0943895369046669,"1.48992755738814","1.01784016535115","0.380864590924347","0.247441353342973",0.918544659239966,1,0.431270309817367
"100000269","Lipid","Phospholipid Metabolism","glycerophosphorylcholine (GPC)","glycerophosphorylcholine (GPC)",571409,"HMDB0000086",71920,"C00670",0.498884214081344,"1.59760365066986","1.71729170692243","0.220431996696169","0.150823263278201",0.96669731103086,1,0.379480532867581
"100000272","Amino Acid","Glycine, Serine and Threonine Metabolism","allo-threonine","allo-threonine",89699,"HMDB0004041",99289,"C05519",0.279823715014612,"1.3242896566889","1.09494004040529","0.0727736738045264","0.178198097607857",0.96669731103086,1,-0.895541573141599
"100000467","Amino Acid","Tryptophan Metabolism","3-indoxyl sulfate","3-indoxyl sulfate",9840,"HMDB0000682",10258,NA,0.571581340095593,"1.67236663892845","1.94951337243045","0.468221933551487","0.308486486556768",0.96669731103086,1,0.417264361822406
"100000776","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","palmitoylcarnitine (C16)","palmitoylcarnitine (C16)",448,"HMDB0000222",461,"C02990",0.9331776318337,"1.484828006598","1.36451866748889","0.187285019963393","0.197567375135141",0.99148727567608,1,-0.0534480386787149
"100000802","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Short Chain)","acetylcarnitine (C2)","acetylcarnitine (C2)",5406074,"HMDB0000201",7045767,"C02571",0.44980280562969,"1.36327767020732","0.849321345986176","0.100218285175301","0.128894465890075",0.96669731103086,1,-0.251643316883339
"100000961","Amino Acid","Urea cycle; Arginine and Proline Metabolism","homoarginine","homoarginine",8732,"HMDB0000670",9085,"C01924",0.763601025446163,"4.45028035770325","4.70143548528109","0.174577225938412","0.260039918414024",0.99148727567608,1,-0.398467952327616
"100001051","Amino Acid","Histidine Metabolism","1-methylhistidine","1-methylhistidine",83153,"HMDB0000001",92105,"C01152",0.776412778902985,"1.50825143081444","1.26724985368998","0.267012387050039","0.331161059297975",0.99148727567608,1,-0.215309790245317
"100001054","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","butyrylcarnitine (C4)","butyrylcarnitine (C4)",184820,"HMDB0002013",439829,"C02862",0.977148204528173,"1.14536856809485","1.08108366317627","0.169703680598444","0.153356193449003",0.99148727567608,1,0.101290583445059
"100001055","Amino Acid","Leucine, Isoleucine and Valine Metabolism","isobutyrylcarnitine (C4)","isobutyrylcarnitine (C4)",NA,"HMDB0000736",168379,NA,0.651176586641682,"1.47302467870898","1.09946416963476","0.26595191137929","0.268492134895014",0.96669731103086,1,-0.00950611261401193
"100001092","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","trigonelline (N'-methylnicotinate)","trigonelline (N'-methylnicotinate)",5369,"HMDB0000875",5570,"C01004",0.595496935019934,"4.41685004755887","4.86348026608835","0.562124730911474","0.524666562965082",0.96669731103086,1,0.0689608237351247
"100001112","Lipid","Fatty Acid, Monohydroxy","3-hydroxylaurate","3-hydroxylaurate",85026,"HMDB0000387",94216,NA,0.396709242962341,"1.33098696842405","1.20815400758042","0.0464315334306157","0.118946822687093",0.96669731103086,1,-0.94069769685391
"100001162","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","propionylcarnitine (C3)","propionylcarnitine (C3)",96904,"HMDB0000824",107738,"C03017",0.85727486563999,"1.5986690646005","1.34159669887884","0.107825491942061","0.123583742729551",0.99148727567608,1,-0.136404900122897
"100001170","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-hydroxy-2-ethylpropionate","3-hydroxy-2-ethylpropionate",164207,"HMDB0000396",188979,NA,0.473797857748996,"1.22055462192002","1.63400334760678","0.17873668791475","0.112923411598725",0.96669731103086,1,0.459203890139195
"100001208","Amino Acid","Histidine Metabolism","1-methyl-4-imidazoleacetate","1-methyl-4-imidazoleacetate",68319,"HMDB0002820",75810,"C05828",0.633694070964218,"4.41645707891039","4.56230848531062","0.320696642488267","0.259639897863286",0.96669731103086,1,0.211199974534785
"100001253","Amino Acid","Glutamate Metabolism","N-acetylglutamine","N-acetylglutamine",158492,"HMDB0006029",182230,"C02716",0.344017177601464,"1.66604634789147","0.865122804883068","0.119799101680161","0.079813919011128",0.96669731103086,1,0.406118274213019
"100001256","Amino Acid","Phenylalanine Metabolism","N-acetylphenylalanine","N-acetylphenylalanine",67404,"HMDB0000512",74839,"C03519",0.129303837748612,"1.67227936502906","0.847065620161662","0.140607164647115","0.0544383729278037",0.918544659239966,1,0.948900645841801
"100001270","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","myristoylcarnitine (C14)","myristoylcarnitine (C14)",4932274,"HMDB000506",6426854,NA,0.719163062635476,"1.48403717860073","1.17958360945802","0.220355195001794","0.222919321282648",0.990972724104002,1,-0.0115691508817628
"100001293","Amino Acid","Histidine Metabolism","N-acetylhistidine","N-acetylhistidine",68142,"HMDB0032055",75619,"C02997",0.476594166776003,"5.19214403217497","4.72844088783127","0.306773458468269","0.277973845076054",0.96669731103086,1,0.0985825280868347
"100001300","Amino Acid","Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisovalerate","alpha-hydroxyisovalerate",90190,"HMDB0000407",99823,NA,0.329656513187733,"1.67024340304272","1.10303843411753","0.333394068244127","0.23420243191344",0.96669731103086,1,0.353139343422102
"100001310","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","nicotinamide riboside","nicotinamide riboside",NA,"HMDB0000855",439924,"C03150",0.889743684016963,"4.58898487151198","4.58499961784632","0.170937160717639","0.136901282161117",0.99148727567608,1,0.22203590985443
"100001311","Amino Acid","Glutathione Metabolism","ophthalmate","ophthalmate",7993181,"HMDB0005765",7018721,NA,0.673926125404371,"1.43443125813319","1.1071646822763","0.247191173844333","0.290328446254407",0.96669731103086,1,-0.160850834961398
"100001315","Xenobiotics","Benzoate Metabolism","p-cresol sulfate","p-cresol sulfate",3806480,"HMDB0011635",4615423,NA,0.824914201233728,"1.48764669239746","1.7231158278772","0.292868143862124","0.24038753826522",0.99148727567608,1,0.197470122960511
"100001320","Carbohydrate","Aminosugar Metabolism","erythronate*","erythronate*",2061231,"HMDB0000613",2781043,NA,0.39303340944622,"2.27328965999713","1.57361186969204","0.0457855727365839","0.0663785132716358",0.96669731103086,1,-0.371404373063477
"100001391","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","stearoylcarnitine (C18)","stearoylcarnitine (C18)",21233653,"HMDB0000848",3006797,NA,0.920001925622125,"1.41473618945047","1.38538559993787","0.150878348426351","0.175407169922801",0.99148727567608,1,-0.150636084103268
"100001392","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","laurylcarnitine (C12)","laurylcarnitine (C12)",8602997,"HMDB000225",168381,NA,0.823833340144368,"1.43397551454686","1.17750954408017","0.221106266339651","0.215549948960892",0.99148727567608,1,0.0254507647079189
"100001409","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","N1-methylinosine","N1-methylinosine",513976,"HMDB0002721",650095,NA,0.934440163715613,"1.8179563416944","1.73955214190988","0.195282669028779","0.172411313162249",0.99148727567608,1,0.124565116025595
"100001412","Nucleotide","Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine","N2,N2-dimethylguanosine",83878,"HMDB0004824",135501639,NA,0.878295842552681,"1.69624048357134","1.56363048166658","0.230531264747485","0.196421924424734",0.99148727567608,1,0.16012147087578
"100001417","Peptide","Acetylated Peptides","phenylacetylglutamine","phenylacetylglutamine",270643,"HMDB0006344",92258,"C04148",0.827366817111165,"1.52151128742892","1.62093099200011","0.532453841194543","0.425403384211295",0.99148727567608,1,0.224458352526439
"100001425","Nucleotide","Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine","5,6-dihydrouridine",85115,"HMDB0000497",94312,NA,0.965542603071888,"1.55876306855611","1.48481793331475","0.221443966007949","0.234892266075767",0.99148727567608,1,-0.0589573844484422
"100001437","Amino Acid","Glutathione Metabolism","cysteine-glutathione disulfide","cysteine-glutathione disulfide",3455404,"HMDB0000656",3080690,"R00900",0.62198216296516,"0.147583840305297","0.660097655884332","0.112448021493771","0.14869064515567",0.96669731103086,1,-0.279376856922143
"100001468","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","N1-Methyl-2-pyridone-5-carboxamide","N1-Methyl-2-pyridone-5-carboxamide",62899,"HMDB0004193",69698,"C05842",0.9826211922587,"1.4141316990074","1.34064723621332","0.328137586973961","0.34296254671427",0.99148727567608,1,-0.0441882550393195
"100001501","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","oleoylcarnitine (C18:1)","oleoylcarnitine (C18:1)",21403150,"HMDB0005065",6441392,NA,0.524125220298491,"1.59989646985426","1.18342202325827","0.233901359957595","0.223462345919713",0.96669731103086,1,0.0456565626145331
"100001509","Amino Acid","Leucine, Isoleucine and Valine Metabolism","2-methylbutyrylcarnitine (C5)","2-methylbutyrylcarnitine (C5)",4932320,"HMDB0000378",6426901,NA,0.74709998199825,"1.48045957718183","1.21788310703423","0.209741436427805","0.250638467043813",0.99148727567608,1,-0.178136013463427
"100001540","Partially Characterized Molecules","Partially Characterized Molecules","glutamine_degradant*","glutamine_degradant*",NA,NA,NA,NA,0.132667463851886,"1.31167099239593","1.33460276380719","0.190602012139263","0.0872936725369293",0.918544659239966,1,0.780909567345921
"100001593","Amino Acid","Lysine Metabolism","glutarylcarnitine (C5-DC)","glutarylcarnitine (C5-DC)",21403175,"HMDB0013130",71317118,NA,0.813268400412389,"1.39796414711395","1.41960971179698","0.133520476416741","0.182536612094724",0.99148727567608,1,-0.312695919642481
"100001594","Amino Acid","Leucine, Isoleucine and Valine Metabolism","beta-hydroxyisovaleroylcarnitine","beta-hydroxyisovaleroylcarnitine",21403176,NA,NA,NA,0.485978120438833,"1.06384488830617","1.2534816019116","0.180100334365259","0.127386753877659",0.96669731103086,1,0.346286343703847
"100001597","Amino Acid","Leucine, Isoleucine and Valine Metabolism","tiglylcarnitine (C5:1-DC)","tiglyl carnitine (C5)",17216200,"HMDB0002366",22833596,NA,0.471486163059687,"1.14071256633356","0.580208403947638","0.138170610645321","0.198156907941072",0.96669731103086,1,-0.360569950628734
"100001620","Lipid","Phospholipid Metabolism","glycerophosphoethanolamine","glycerophosphoethanolamine",110410,"HMDB0000114",123874,"C01233",0.893524327078966,"1.40284580099144","1.57026394810168","0.110104115289877","0.107282255227634",0.99148727567608,1,0.0259631601407822
"100001734","Amino Acid","Lysine Metabolism","N6-acetyllysine","N6-acetyllysine",83801,"HMDB0000206",92832,"C02727",0.0780817913025137,"0.917497655066167","1.05991926235342","0.174406202813381","0.0423702231736629",0.918544659239966,1,1.41494124555168
"100001740","Carbohydrate","Fructose, Mannose and Galactose Metabolism","mannitol/sorbitol","mannitol/sorbitol",440,"HMDB0000247,HMDB0000765",57806251,"C00392,C00794",0.170045699607223,"0.904013894638124","1.51184924064544","0.146734575263046","0.127451688378224",0.96669731103086,1,0.140887966132235
"100001810","Amino Acid","Urea cycle; Arginine and Proline Metabolism","dimethylarginine (SDMA + ADMA)","dimethylarginine (ADMA + SDMA)",110375,"HMDB0003334,HMDB0001539",123831169148,"C21189,C03626",0.894270856342288,"1.23586723525725","1.42510435976484","0.186220561922375","0.176645879817667",0.99148727567608,1,0.052784738428781
"100002102","Nucleotide","Pyrimidine Metabolism, Uracil containing","N-acetyl-beta-alanine","N-acetyl-beta-alanine",68881,"HMDB0061880",76406,"C01073",0.358261976863342,"1.18642553290908","1.31297490025996","0.0713469878504701","0.162075422303143",0.96669731103086,1,-0.820506670160792
"100002204","Amino Acid","Histidine Metabolism","N-acetyl-3-methylhistidine*","N-acetyl-3-methylhistidine*",19993498,NA,193270,NA,0.0940397903980087,"4.25524922444653","4.69088146633826","0.737190508139217","0.343850025945705",0.918544659239966,1,0.762640758933251
"100002284","Lipid","Fatty Acid, Dihydroxy","2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",9139682,"HMDB0002453",10964471,NA,0.78118596975435,"1.37860585317648","1.18015754237837","0.312068778832437","0.298146255221442",0.99148727567608,1,0.0456394530494095
"100002285","Lipid","Fatty Acid, Dihydroxy","2,4-dihydroxybutyrate","2,4-dihydroxybutyrate",167259,"HMDB0000360",192742,NA,0.829358717710472,"1.70576043419305","1.4326616823118","0.160249537681779","0.141347241644448",0.99148727567608,1,0.125512641231747
"100002458","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-methylglutaconate","3-methylglutaconate",1267861,"HMDB0000522",1551553,NA,0.432465221356388,"1.79044445856182","1.48956849512871","0.14891517482473","0.184914357027074",0.96669731103086,1,-0.216515935545684
"100002528","Xenobiotics","Chemical","sulfate*","sulfate*",1086,"HMDB01448",5152822,"C00059",0.673429039146725,"1.65311758756891","1.40862133597838","0.164171029473462","0.129717219714641",0.96669731103086,1,0.235551898828131
"100002668","Xenobiotics","Drug - Other","N-carbamoylglutamate","N-carbamoylglutamate",108351,"HMDB0062795",3679006,"C05829",0.516611525840815,"0.809782308810016","1.04885601841966","0.0774487146809913","0.157144331995365",0.96669731103086,1,-0.707548723855141
"100003001","Lipid","Lysoplasmalogen","1-(1-enyl-stearoyl)-GPE (P-18:0)*","1-(1-enyl-stearoyl)-GPE (P-18:0)*",NA,NA,NA,NA,0.0383080252639072,"0.242992405851918","1.70073444723839","0.0720331147405457","0.0535566057161652",0.733241002352975,1,0.296386794903902
"100003151","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","linoleoylcarnitine (C18:2)*","linoleoylcarnitine (C18:2)*",4952667,"HMDB0006469",6450015,NA,0.564188452099284,"1.55393314668027","1.10267755921891","0.273516114998792","0.2506113330123",0.96669731103086,1,0.0874572765590342
"100003588","Peptide","Dipeptide","phenylalanylglycine","phenylalanylglycine",88678,"HMDB0028995",6992304,NA,0.99148727567608,"1.00687499764511","0.933452972675444","0.258133939516158","0.250386512129794",0.99148727567608,1,0.0304728231449174
"100003598","Peptide","Dipeptide","tyrosylglycine","tyrosylglycine",227627,"HMDB0029105",7021854,NA,0.980462410929893,"1.10693783905913","1.18660883152543","0.183269137571623","0.172019432030618",0.99148727567608,1,0.0633483221840572
"100003695","Xenobiotics","Food Component/Plant","mannonate*","mannonate*",2496757,NA,3246006,NA,0.0118976724128121,"0.784005729879884","2.06193490510472","0.202679754522575","0.167798576452407",0.655281249632698,1,0.18886285904934
"100003823","Xenobiotics","Food Component/Plant","3-hydroxyindolin-2-one","3-hydroxyindolin-2-one",5872,NA,6097,"C11130",0.542629868828322,"1.30786795061707","1.83100319188593","0.243356703497009","0.229446316933642",0.96669731103086,1,0.0588591936356604
"100003892","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","lanthionine","lanthionine",88959,NA,98504,NA,0.909259718630021,"1.3200871790321","1.10909514499656","0.106908553735328","0.0949156592265674",0.99148727567608,1,0.118985131403308
"100003926","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","(R)-3-hydroxybutyrylcarnitine","(R)-3-hydroxybutyrylcarnitine",NA,"HMDB0013127",53481617,NA,0.716863085909655,"0.616597151636652","1.02320955521567","0.189829450401929","0.191470806464554",0.990972724104002,1,-0.00860931075285472
"100004054","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","margaroylcarnitine (C17)*","margaroylcarnitine (C17)*",35015987,"HMDB0006210",53477803,NA,0.967210400653063,"1.26744331752868","1.36101148874249","0.207740349749889","0.226908730785062",0.99148727567608,1,-0.088258888212033
"100004290","Amino Acid","Tyrosine Metabolism","o-Tyrosine","o-Tyrosine",82607,"HMDB0006050",91482,NA,0.658020147802187,"1.28523273861101","1.03864374070013","0.0988465457565016","0.0648640974026348",0.96669731103086,1,0.421274332799254
"100004396","Lipid","Fatty Acid, Dicarboxylate","3-hydroxyadipate","3-hydroxyadipate",133894,"HMDB0000345",151913,NA,0.617103443366839,"1.15265672518738","1.62875247012676","0.298962792141724","0.333808580331413",0.96669731103086,1,-0.110248591254911
"100004541","Amino Acid","Polyamine Metabolism","acisoga","acisoga",114601,"HMDB0061384",129397,NA,0.38117242059272,"1.63677277047281","1.33481429357177","0.449091018447266","0.346324090139839",0.96669731103086,1,0.259850567535046
"100006051","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","myristoleoylcarnitine (C14:1)*","myristoleoylcarnitine (C14:1)*",34999520,"HMDB0240588",129691961,NA,0.206111330582073,"1.64598567454916","0.937450027874344","0.286476010589588","0.233580285895528",0.96669731103086,1,0.204128945155118
"100006292","Lipid","Sphingomyelins","sphingomyelin (d18:1/20:1, d18:2/20:0)*","sphingomyelin (d18:1/20:1, d18:2/20:0)*",NA,NA,NA,NA,0.0208386835589251,"4.79502728836637","2.66148584312807","0.0450508990299891","0.0576312743229198",0.655281249632698,1,-0.246272437223373
"100006435","Carbohydrate","Aminosugar Metabolism","N-acetylglucosamine/N-acetylgalactosamine","N-acetylglucosamine/N-acetylgalactosamine",NA,"HMDB0000212,HMDB0000215",43917484265,"C01074",0.820410551423201,"5.01839620968166","4.80103136450566","0.137522080685919","0.138611835631536",0.99148727567608,1,-0.00789298625622628
"100008919","Lipid","Plasmalogen","1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)","1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)",24769260,"HMDB0011375",42607457,NA,0.108793258593075,"1.05307448864666","2.27638247895577","0.144067508205127","0.160024088402741",0.918544659239966,1,-0.105042359718675
"100008928","Amino Acid","Glutathione Metabolism","2-hydroxybutyrate/2-hydroxyisobutyrate","2-hydroxybutyrate/2-hydroxyisobutyrate",NA,"HMDB0000729,HMDB00008",4408644277439,"C21297,C05984",0.567627734020567,"1.41376496722708","1.04434637113784","0.240914120145659","0.21621424397954",0.96669731103086,1,0.108170735658796
"100008929","Energy","TCA Cycle","2-methylcitrate/homocitrate","2-methylcitrate/homocitrate",NA,"HMDB0003518,HMDB0000379",439459515,"C01251",0.454108429276224,"1.48459723821502","1.63487875905651","0.0555134185979766","0.129231783447454",0.96669731103086,1,-0.844982794941
"100008990","Lipid","Phosphatidylethanolamine (PE)","1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*","1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*",7825750,"HMDB0005323",9546800,"C05210",0.118550852555369,"4.7966055351259","3.81183818863625","0.0593293313705782","0.0269952820166219",0.918544659239966,1,0.787441699928343
"100008993","Lipid","Phosphatidylinositol (PI)","1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*","1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*",24767674,"HMDB0009789",NA,NA,0.064132709253089,"4.58920475124599","3.68296605030203","0.0641569452860588","0.0352462680727855",0.918544659239966,1,0.598972698168654
"100008998","Cofactors and Vitamins","Tocopherol Metabolism","gamma-tocopherol/beta-tocopherol","gamma-tocopherol/beta-tocopherol",NA,"HMDB0006335,HMDB0001492",NA,"C14152,C02483",0.0385512775981232,"4.76220233994301","0.0147061137555505","0.242932340137201","0.256091133776975",0.733241002352975,1,-0.0527504035252291
"100009075","Lipid","Phosphatidylcholine (PC)","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*",24766675,"HMDB0008006",24778768,NA,0.650488488790477,"0.851959486974828","1.226732707857","0.105939646572113","0.154571538769856",0.96669731103086,1,-0.377787463282587
"100009078","Lipid","Phosphatidylethanolamine (PE)","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*","1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*",7825703,"HMDB0005349",9546753,NA,0.354855220030707,"0.523802544524805","1.20796110083969","0.148132551021712","0.111282422516711",0.96669731103086,1,0.286036171012962
"100009131","Lipid","Phosphatidylcholine (PC)","1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*","1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*",24766809,"HMDB0008147",24778979,"C05208",0.208350325092158,"0.144841643327892","1.28719501575422","0.0921025167202318","0.087020452713663",0.96669731103086,1,0.056759089152118
"100009232","Xenobiotics","Chemical","thioproline","thioproline",84120,NA,93176,NA,0.390835900061872,"2.69990688794051","3.39220123824564","0.31064967031581","0.504675375175692",0.96669731103086,1,-0.485249585905803
"100009271","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","(S)-3-hydroxybutyrylcarnitine","(S)-3-hydroxybutyrylcarnitine",NA,"HMDB0013127",71464477,NA,0.748475860256982,"1.37904987414766","1.09202606622872","0.172048457173089","0.133215668315356",0.99148727567608,1,0.255806783702571
"100009406","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","palmitoleoylcarnitine (C16:1)*","palmitoleoylcarnitine (C16:1)*",28639183,NA,71464547,NA,0.305540859631924,"1.68808248472646","1.16774309980507","0.299680232556991","0.233707951419961",0.96669731103086,1,0.248643749699434
"100015748","Lipid","Hexosylceramides (HCER)","glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*","glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*",NA,NA,NA,NA,0.480077153719434,"0.380241644943056","1.13728758567399","0.14418332677034","0.146645587523199",0.96669731103086,1,-0.0169331140426668
"100015832","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","behenoylcarnitine (C22)*","behenoylcarnitine (C22)*",28639204,"HMDB0062468",71464577,NA,0.730510551753874,"1.10983338379518","1.37282055019368","0.139707728540304","0.146986846730611",0.99148727567608,1,-0.0507905176122665
