group,individual,time,value
Group1,1,1,0.9702246504875376
Group1,2,1,0.8144909239006664
Group1,3,1,0.843350368806818
Group1,4,1,0.8816694885041196
Group1,5,1,0.8270309040653415
Group1,6,1,0.863254656068438
Group1,7,1,0.8194463895339265
Group1,8,1,0.8578129751163522
Group1,9,1,0.8971778472322235
Group1,10,1,0.8261586056466218
Group1,11,1,0.9223366055911216
Group1,12,1,0.8868179690898134
Group1,13,1,0.8945298835941407
Group1,14,1,0.8742496651769093
Group1,15,1,0.895034845953979
Group1,16,1,0.9214548055451323
Group1,17,1,0.8539269568604084
Group1,18,1,0.9246757115470251
Group1,19,1,0.8647678329730206
Group1,20,1,0.8624036482166008
Group1,1,2,1.8929547606745176
Group1,2,2,1.6053220060241205
Group1,3,2,1.6896286511827903
Group1,4,2,1.765377582977054
Group1,5,2,1.6688345481074907
Group1,6,2,1.7205300143463929
Group1,7,2,1.6795752689927792
Group1,8,2,1.7275444678871659
Group1,9,2,1.763941787930803
Group1,10,2,1.676318145303874
Group1,11,2,1.8257527052444855
Group1,12,2,1.7553687092579981
Group1,13,2,1.7647382042017865
Group1,14,2,1.7619262411326113
Group1,15,2,1.7586729887599135
Group1,16,2,1.8632136937572321
Group1,17,2,1.7359928149157633
Group1,18,2,1.8184337569018882
Group1,19,2,1.7104205106369579
Group1,20,2,1.753525968178694
Group1,1,3,1.8005421408620659
Group1,2,3,1.5793198266028212
Group1,3,3,1.6536128402666135
Group1,4,3,1.7064277243018633
Group1,5,3,1.636516267479781
Group1,6,3,1.6669953235541113
Group1,7,3,1.64287242531272
Group1,8,3,1.6834185175433976
Group1,9,3,1.69585153059512
Group1,10,3,1.6527908588182167
Group1,11,3,1.7636470388717098
Group1,12,3,1.69091117511901
Group1,13,3,1.7348422075191783
Group1,14,3,1.706599761398177
Group1,15,3,1.6998314208418912
Group1,16,3,1.8034366402183308
Group1,17,3,1.677317632796769
Group1,18,3,1.7469592729184837
Group1,19,3,1.6751112615897619
Group1,20,3,1.7098190547816559
Group1,1,4,1.1677203520166546
Group1,2,4,1.0194938909699633
Group1,3,4,1.0747753829516438
Group1,4,4,1.1151684566309987
Group1,5,4,1.0659204264667015
Group1,6,4,1.1130086933947343
Group1,7,4,1.0747946111856455
Group1,8,4,1.1015337095995548
Group1,9,4,1.1036797492638628
Group1,10,4,1.0863802064129857
Group1,11,4,1.118904615923182
Group1,12,4,1.091367457690191
Group1,13,4,1.104578799223347
Group1,14,4,1.0939704685834364
Group1,15,4,1.0952439768095699
Group1,16,4,1.182835251880156
Group1,17,4,1.085974051297009
Group1,18,4,1.139048783817164
Group1,19,4,1.0919221597909659
Group1,20,4,1.1144284958034947
Group1,1,5,0.5419319710090728
Group1,2,5,0.5028081678476027
Group1,3,5,0.5256324280825535
Group1,4,5,0.5383969874868269
Group1,5,5,0.5279819316231389
Group1,6,5,0.5301448519107901
Group1,7,5,0.5175757695873466
Group1,8,5,0.5252889364793741
Group1,9,5,0.5304398936216651
Group1,10,5,0.5191240173535839
Group1,11,5,0.53556589599837
Group1,12,5,0.5236102286316611
Group1,13,5,0.531203315340126
Group1,14,5,0.5223026825402696
Group1,15,5,0.5228486348932885
Group1,16,5,0.548492264172827
Group1,17,5,0.5366940439561536
Group1,18,5,0.5474444371698417
Group1,19,5,0.5245082059203605
Group1,20,5,0.5310145565812153
Group1,1,6,0.26674177281454214
Group1,2,6,0.25960140697008577
Group1,3,6,0.26042687066662823
Group1,4,6,0.2656491429310417
Group1,5,6,0.2642463703465593
Group1,6,6,0.2636193305555055
Group1,7,6,0.25919837546645774
Group1,8,6,0.26047623069590403
Group1,9,6,0.2621965704416258
Group1,10,6,0.2607000626769407
Group1,11,6,0.2632238910094368
Group1,12,6,0.263908323695768
Group1,13,6,0.26241020363438167
Group1,14,6,0.25879560814279257
Group1,15,6,0.264745792158142
Group1,16,6,0.2651887137881164
Group1,17,6,0.26205979571505134
Group1,18,6,0.26486379869251575
Group1,19,6,0.2605692420117932
Group1,20,6,0.25966269159522626
Group2,1,1,0.9299207650163481
Group2,2,1,0.9476197703936302
Group2,3,1,0.8016553121642208
Group2,4,1,0.9279424980033509
Group2,5,1,0.8494113171374589
Group2,6,1,0.9154542134920038
Group2,7,1,0.9086936307240051
Group2,8,1,0.8772651129699754
Group2,9,1,0.9014573086938439
Group2,10,1,0.9403296696108141
Group2,11,1,0.9189911952237664
Group2,12,1,0.7645474145473533
Group2,13,1,0.7824166026166566
Group2,14,1,0.8154999042259274
Group2,15,1,0.9169842590045925
Group2,16,1,0.7058458500952776
Group2,17,1,0.8929346810834615
Group2,18,1,0.8358925793668304
Group2,19,1,0.9282759440297447
Group2,20,1,0.8587359374355753
Group2,1,2,1.8867109768887806
Group2,2,2,1.8083923687689825
Group2,3,2,1.559045511519437
Group2,4,2,1.8473193531342742
Group2,5,2,1.7063422209988899
Group2,6,2,1.8120696538325873
Group2,7,2,1.7908694519446784
Group2,8,2,1.739019147844516
Group2,9,2,1.8323894905993074
Group2,10,2,1.9184372571639945
Group2,11,2,1.8168552746538358
Group2,12,2,1.552188717586678
Group2,13,2,1.610592077483046
Group2,14,2,1.6782754452363826
Group2,15,2,1.8174885992347423
Group2,16,2,1.4590017134395143
Group2,17,2,1.7502262406157594
Group2,18,2,1.6842553892794843
Group2,19,2,1.9103077944440972
Group2,20,2,1.7664062363403408
Group2,1,3,1.7971354113829177
Group2,2,3,1.7376294907791294
Group2,3,3,1.5234400221404685
Group2,4,3,1.7720232805686649
Group2,5,3,1.6829839716450183
Group2,6,3,1.7787035565893796
Group2,7,3,1.718606170449225
Group2,8,3,1.6758121680213844
Group2,9,3,1.791926627139427
Group2,10,3,1.810671427129621
Group2,11,3,1.758192310874125
Group2,12,3,1.550512195451631
Group2,13,3,1.5968234103436405
Group2,14,3,1.639803805794641
Group2,15,3,1.7416512953379326
Group2,16,3,1.4705277769081886
Group2,17,3,1.680726111764682
Group2,18,3,1.6303774711419072
Group2,19,3,1.813742337740844
Group2,20,3,1.703180161240498
Group2,1,4,1.1688579227722506
Group2,2,4,1.1258417200664954
Group2,3,4,1.0140954333846668
Group2,4,4,1.140695235766865
Group2,5,4,1.0784393837606325
Group2,6,4,1.1416178064988538
Group2,7,4,1.1111767245607533
Group2,8,4,1.105159693818651
Group2,9,4,1.1762497017409774
Group2,10,4,1.166152430424495
Group2,11,4,1.1216487037447906
Group2,12,4,1.0116762768793055
Group2,13,4,1.0661206167910433
Group2,14,4,1.075748141238707
Group2,15,4,1.1363710894249812
Group2,16,4,0.9655769782075527
Group2,17,4,1.1141333378412035
Group2,18,4,1.0622913981393622
Group2,19,4,1.1659150285375268
Group2,20,4,1.0961582797860714
Group2,1,5,0.543612596615443
Group2,2,5,0.5405588399886226
Group2,3,5,0.4971173284588003
Group2,4,5,0.5307120081185625
Group2,5,5,0.5166872189323884
Group2,6,5,0.5522431328659844
Group2,7,5,0.5313713891737615
Group2,8,5,0.5301735338837544
Group2,9,5,0.54645184409479
Group2,10,5,0.5472177281802694
Group2,11,5,0.5445740868914989
Group2,12,5,0.5026846936170883
Group2,13,5,0.5108413048600128
Group2,14,5,0.5260939483295045
Group2,15,5,0.5487219924249078
Group2,16,5,0.4799398704173356
Group2,17,5,0.5340539896316573
Group2,18,5,0.5106483455314706
Group2,19,5,0.5541942033413076
Group2,20,5,0.5284038560379456
Group2,1,6,0.2696924066853501
Group2,2,6,0.26726665427842783
Group2,3,6,0.2537736124169037
Group2,4,6,0.26436002804552977
Group2,5,6,0.26373317362359316
Group2,6,6,0.26876828614530096
Group2,7,6,0.26431892614402824
Group2,8,6,0.26146201232878774
Group2,9,6,0.2638271917186433
Group2,10,6,0.2678666413812574
Group2,11,6,0.2701543285906894
Group2,12,6,0.2590107912366285
Group2,13,6,0.26064219445111014
Group2,14,6,0.26572550605006223
Group2,15,6,0.2686335395360524
Group2,16,6,0.2538776562635517
Group2,17,6,0.2664782765355378
Group2,18,6,0.25473553139024857
Group2,19,6,0.2660774698425551
Group2,20,6,0.2559437561804466
